date,home_team,away_team,home_score,away_score,tournament,neutral
2024-05-19,Real Salt Lake,Colorado Rapids,5,3,mls,FALSE
2024-05-19,Seattle Sounders,Vancouver Whitecaps,1,1,mls,FALSE
2024-05-19,San Jose Earthquakes,Orlando City SC,0,1,mls,FALSE
2024-05-25,Orlando City SC,Columbus Crew,0,2,mls,FALSE
2024-05-25,Toronto,FC Cincinnati,3,4,mls,FALSE
2024-05-25,Atlanta United,Los Angeles FC,0,1,mls,FALSE
2024-05-25,New England Revolution,New York City,0,1,mls,FALSE
2024-05-25,CF Montreal,Nashville SC,0,0,mls,FALSE
2024-05-25,DC United,Chicago Fire,1,1,mls,FALSE
2024-05-25,Charlotte,Philadelphia Union,0,0,mls,FALSE
2024-05-26,FC Dallas,Real Salt Lake,3,3,mls,FALSE
2024-05-26,St. Louis City,Seattle Sounders,1,2,mls,FALSE
2024-05-26,Colorado Rapids,Minnesota United,3,3,mls,FALSE
2024-05-26,San Jose Earthquakes,Austin,1,1,mls,FALSE
2024-05-26,Vancouver Whitecaps,Inter Miami,1,2,mls,FALSE
2024-05-26,Los Angeles Galaxy,Houston Dynamo,2,1,mls,FALSE
2024-05-26,Portland Timbers,Sporting Kansas City,2,1,mls,FALSE
2024-05-29,Philadelphia Union,Toronto,0,0,mls,FALSE
2024-05-29,New York Red Bulls,Charlotte,3,1,mls,FALSE
2024-05-29,CF Montreal,DC United,4,2,mls,FALSE
2024-05-29,FC Cincinnati,Nashville SC,0,2,mls,FALSE
2024-05-29,Inter Miami,Atlanta United,1,3,mls,FALSE
2024-05-30,Houston Dynamo,Colorado Rapids,3,1,mls,FALSE
2024-05-30,Chicago Fire,Orlando City SC,1,1,mls,FALSE
2024-05-30,Sporting Kansas City,Vancouver Whitecaps,1,2,mls,FALSE
2024-05-30,Austin,Portland Timbers,0,2,mls,FALSE
2024-05-30,Seattle Sounders,Real Salt Lake,1,1,mls,FALSE
2024-05-30,Los Angeles Galaxy,FC Dallas,3,1,mls,FALSE
2024-05-30,Los Angeles FC,Minnesota United,2,0,mls,FALSE
2024-05-31,New York City,San Jose Earthquakes,5,1,mls,FALSE
2024-06-01,Philadelphia Union,CF Montreal,2,2,mls,FALSE
2024-06-01,New York Red Bulls,Orlando City SC,1,0,mls,FALSE
2024-06-01,DC United,Toronto,2,2,mls,FALSE
2024-06-01,Inter Miami,St. Louis City,3,3,mls,FALSE
2024-06-02,Chicago Fire,Los Angeles Galaxy,2,1,mls,FALSE
2024-06-02,Minnesota United,Sporting Kansas City,3,1,mls,FALSE
2024-06-02,Nashville SC,New England Revolution,1,2,mls,FALSE
2024-06-02,Real Salt Lake,Austin,5,1,mls,FALSE
2024-06-02,Vancouver Whitecaps,Colorado Rapids,2,1,mls,FALSE
2024-06-02,Los Angeles FC,FC Dallas,1,0,mls,FALSE
2024-06-02,Portland Timbers,Houston Dynamo,2,2,mls,FALSE
2024-06-02,Atlanta United,Charlotte,2,3,mls,FALSE
2024-06-08,New England Revolution,New York Red Bulls,1,0,mls,FALSE
2024-06-09,Sporting Kansas City,Seattle Sounders,2,1,mls,FALSE
2024-06-09,Minnesota United,FC Dallas,1,1,mls,FALSE
2024-06-09,St. Louis City,Portland Timbers,0,0,mls,FALSE
2024-06-14,New York City,Columbus Crew,2,3,mls,FALSE
2024-06-15,Orlando City SC,Los Angeles FC,1,3,mls,FALSE
2024-06-15,Philadelphia Union,Inter Miami,1,2,mls,FALSE
2024-06-15,Toronto,Chicago Fire,1,4,mls,FALSE
2024-06-15,New York Red Bulls,Nashville SC,0,0,mls,FALSE
2024-06-15,Atlanta United,Houston Dynamo,2,2,mls,FALSE
2024-06-15,New England Revolution,Vancouver Whitecaps,3,2,mls,FALSE
2024-06-15,CF Montreal,Real Salt Lake,0,0,mls,FALSE
2024-06-15,Charlotte,DC United,1,0,mls,FALSE
2024-06-16,FC Dallas,St. Louis City,2,0,mls,FALSE
2024-06-16,Colorado Rapids,Austin,2,0,mls,FALSE
2024-06-16,Seattle Sounders,Minnesota United,2,0,mls,FALSE
2024-06-16,San Jose Earthquakes,FC Cincinnati,2,4,mls,FALSE
2024-06-16,Los Angeles Galaxy,Sporting Kansas City,4,2,mls,FALSE
2024-06-19,Toronto,Nashville SC,1,2,mls,FALSE
2024-06-19,CF Montreal,New York Red Bulls,2,2,mls,FALSE
2024-06-19,DC United,Atlanta United,0,1,mls,FALSE
2024-06-19,Inter Miami,Columbus Crew,2,1,mls,FALSE
2024-06-19,Charlotte,Orlando City SC,2,2,mls,FALSE
2024-06-19,FC Cincinnati,Philadelphia Union,4,3,mls,FALSE
2024-06-20,FC Dallas,Minnesota United,5,3,mls,FALSE
2024-06-20,Houston Dynamo,Seattle Sounders,2,2,mls,FALSE
2024-06-20,Sporting Kansas City,Real Salt Lake,3,4,mls,FALSE
2024-06-20,Austin,Los Angeles FC,1,1,mls,FALSE
2024-06-20,St. Louis City,Colorado Rapids,0,3,mls,FALSE
2024-06-20,San Jose Earthquakes,Portland Timbers,1,2,mls,FALSE
2024-06-20,Los Angeles Galaxy,New York City,2,0,mls,FALSE
2024-06-22,Orlando City SC,Chicago Fire,4,2,mls,FALSE
2024-06-22,Philadelphia Union,Charlotte,0,2,mls,FALSE
2024-06-22,New York Red Bulls,Toronto,3,0,mls,FALSE
2024-06-22,Columbus Crew,Sporting Kansas City,4,0,mls,FALSE
2024-06-22,DC United,Houston Dynamo,1,4,mls,FALSE
2024-06-22,FC Cincinnati,New England Revolution,1,2,mls,FALSE
2024-06-23,Minnesota United,Austin,0,1,mls,FALSE
2024-06-23,Nashville SC,New York City,1,0,mls,FALSE
2024-06-23,St. Louis City,Atlanta United,1,1,mls,FALSE
2024-06-23,Real Salt Lake,Los Angeles Galaxy,0,1,mls,FALSE
2024-06-23,Colorado Rapids,CF Montreal,4,1,mls,FALSE
2024-06-23,Seattle Sounders,FC Dallas,3,2,mls,FALSE
2024-06-23,Los Angeles FC,San Jose Earthquakes,6,2,mls,FALSE
2024-06-23,Portland Timbers,Vancouver Whitecaps,2,0,mls,FALSE
2024-06-28,New York City,Orlando City SC,4,2,mls,FALSE
2024-06-29,New York Red Bulls,DC United,2,2,mls,FALSE
2024-06-29,Atlanta United,Toronto,2,1,mls,FALSE
2024-06-29,New England Revolution,Columbus Crew,1,5,mls,FALSE
2024-06-29,CF Montreal,Philadelphia Union,4,2,mls,FALSE
2024-06-30,FC Dallas,FC Cincinnati,0,1,mls,FALSE
2024-06-30,Houston Dynamo,Charlotte,1,0,mls,FALSE
2024-06-30,Sporting Kansas City,Austin,2,0,mls,FALSE
2024-06-30,Nashville SC,Inter Miami,1,2,mls,FALSE
2024-06-30,Seattle Sounders,Chicago Fire,2,1,mls,FALSE
2024-06-30,San Jose Earthquakes,Los Angeles Galaxy,0,3,mls,FALSE
2024-06-30,Vancouver Whitecaps,St. Louis City,4,3,mls,FALSE
2024-06-30,Los Angeles FC,Colorado Rapids,3,0,mls,FALSE
2024-06-30,Portland Timbers,Minnesota United,3,2,mls,FALSE
2024-07-03,Columbus Crew,Nashville SC,2,0,mls,FALSE
2024-07-03,Toronto,Orlando City SC,1,2,mls,FALSE
2024-07-03,New York City,CF Montreal,2,0,mls,FALSE
2024-07-03,DC United,FC Cincinnati,2,3,mls,FALSE
2024-07-03,Charlotte,Inter Miami,1,2,mls,FALSE
2024-07-03,New England Revolution,Atlanta United,2,1,mls,FALSE
2024-07-04,Chicago Fire,Philadelphia Union,4,3,mls,FALSE
2024-07-04,Minnesota United,Vancouver Whitecaps,1,3,mls,FALSE
2024-07-04,St. Louis City,San Jose Earthquakes,2,0,mls,FALSE
2024-07-04,Real Salt Lake,Houston Dynamo,3,2,mls,FALSE
2024-07-05,FC Dallas,Portland Timbers,3,2,mls,FALSE
2024-07-05,Colorado Rapids,Sporting Kansas City,2,1,mls,FALSE
2024-07-05,Los Angeles Galaxy,Los Angeles FC,1,2,mls,FALSE
2024-07-06,Orlando City SC,DC United,5,0,mls,FALSE
2024-07-06,Philadelphia Union,New York Red Bulls,0,0,mls,FALSE
2024-07-06,Columbus Crew,Toronto,4,0,mls,FALSE
2024-07-06,CF Montreal,Vancouver Whitecaps,1,1,mls,FALSE
2024-07-06,FC Cincinnati,Inter Miami,6,1,mls,FALSE
2024-07-07,Austin,New York City,2,1,mls,FALSE
2024-07-07,Real Salt Lake,Atlanta United,5,2,mls,FALSE
2024-07-07,Seattle Sounders,New England Revolution,2,0,mls,FALSE
2024-07-08,San Jose Earthquakes,Chicago Fire,1,0,mls,FALSE
2024-07-08,Sporting Kansas City,FC Dallas,3,2,mls,FALSE
2024-07-08,Colorado Rapids,St. Louis City,4,1,mls,FALSE
2024-07-08,Los Angeles Galaxy,Minnesota United,2,1,mls,FALSE
2024-07-08,Portland Timbers,Nashville SC,4,1,mls,FALSE
2024-07-13,Toronto,Philadelphia Union,2,1,mls,FALSE
2024-07-13,New England Revolution,Orlando City SC,1,3,mls,FALSE
2024-07-13,CF Montreal,Atlanta United,1,0,mls,FALSE
2024-07-13,DC United,Nashville SC,2,1,mls,FALSE
2024-07-13,FC Cincinnati,Charlotte,1,3,mls,FALSE
2024-07-14,FC Dallas,Los Angeles Galaxy,2,0,mls,FALSE
2024-07-14,Houston Dynamo,Minnesota United,1,1,mls,FALSE
2024-07-14,Chicago Fire,New York City,0,0,mls,FALSE
2024-07-14,Austin,Seattle Sounders,0,1,mls,FALSE
2024-07-14,St. Louis City,Vancouver Whitecaps,1,4,mls,FALSE
2024-07-14,Colorado Rapids,New York Red Bulls,1,1,mls,FALSE
2024-07-14,Portland Timbers,Real Salt Lake,3,0,mls,FALSE
2024-07-14,San Jose Earthquakes,Sporting Kansas City,1,2,mls,FALSE
2024-07-14,Los Angeles FC,Columbus Crew,1,5,mls,FALSE
2024-07-17,Philadelphia Union,New England Revolution,5,1,mls,FALSE
2024-07-17,New York Red Bulls,CF Montreal,2,2,mls,FALSE
2024-07-17,Atlanta United,New York City,2,2,mls,FALSE
2024-07-17,Columbus Crew,Charlotte,1,1,mls,FALSE
2024-07-17,FC Cincinnati,Chicago Fire,0,1,mls,FALSE
2024-07-17,Inter Miami,Toronto,3,1,mls,FALSE
2024-07-18,FC Dallas,Austin,3,1,mls,FALSE
2024-07-18,Minnesota United,DC United,2,3,mls,FALSE
2024-07-18,Nashville SC,Orlando City SC,0,3,mls,FALSE
2024-07-18,Seattle Sounders,St. Louis City,2,0,mls,FALSE
2024-07-18,San Jose Earthquakes,Houston Dynamo,0,1,mls,FALSE
2024-07-18,Vancouver Whitecaps,Sporting Kansas City,2,1,mls,FALSE
2024-07-18,Los Angeles Galaxy,Colorado Rapids,3,2,mls,FALSE
2024-07-18,Los Angeles FC,Real Salt Lake,1,1,mls,FALSE
2024-07-20,Orlando City SC,New York City,1,1,mls,FALSE
2024-07-20,Philadelphia Union,Nashville SC,3,0,mls,FALSE
2024-07-20,New York Red Bulls,FC Cincinnati,3,1,mls,FALSE
2024-07-20,Atlanta United,Columbus Crew,2,1,mls,FALSE
2024-07-20,New England Revolution,FC Dallas,1,1,mls,FALSE
2024-07-20,CF Montreal,Toronto,0,1,mls,FALSE
2024-07-20,Inter Miami,Chicago Fire,2,1,mls,FALSE
2024-07-21,Sporting Kansas City,St. Louis City,1,1,mls,FALSE
2024-07-21,Minnesota United,San Jose Earthquakes,2,0,mls,FALSE
2024-07-21,Austin,Charlotte,2,2,mls,FALSE
2024-07-21,Colorado Rapids,Real Salt Lake,3,2,mls,FALSE
2024-07-21,Seattle Sounders,Los Angeles FC,0,3,mls,FALSE
2024-07-21,Vancouver Whitecaps,Houston Dynamo,3,4,mls,FALSE
2024-07-21,Los Angeles Galaxy,Portland Timbers,3,2,mls,FALSE
2024-08-24,Minnesota United,Seattle Sounders,2,3,mls,FALSE
2024-08-24,New York City,Chicago Fire,2,2,mls,FALSE
2024-08-24,CF Montreal,New England Revolution,0,5,mls,FALSE
2024-08-24,DC United,FC Dallas,3,4,mls,FALSE
2024-08-24,Inter Miami,FC Cincinnati,2,0,mls,FALSE
2024-08-24,Charlotte,New York Red Bulls,1,1,mls,FALSE
2024-08-25,Houston Dynamo,Toronto,0,1,mls,FALSE
2024-08-25,Sporting Kansas City,Orlando City SC,3,0,mls,FALSE
2024-08-25,Nashville SC,Austin,0,2,mls,FALSE
2024-08-25,Real Salt Lake,San Jose Earthquakes,0,2,mls,FALSE
2024-08-25,Los Angeles Galaxy,Atlanta United,2,0,mls,FALSE
2024-08-25,Portland Timbers,St. Louis City,4,4,mls,FALSE
2024-08-28,Philadelphia Union,Columbus Crew,0,1,mls,FALSE
2024-08-31,Orlando City SC,Nashville SC,3,0,mls,FALSE
2024-08-31,Toronto,DC United,1,3,mls,FALSE
2024-08-31,New York Red Bulls,Philadelphia Union,0,2,mls,FALSE
2024-08-31,Columbus Crew,New York City,4,2,mls,FALSE
2024-08-31,FC Cincinnati,CF Montreal,4,1,mls,FALSE
2024-08-31,Charlotte,Atlanta United,0,1,mls,FALSE
2024-09-01,FC Dallas,Colorado Rapids,2,3,mls,FALSE
2024-09-01,Chicago Fire,Inter Miami,1,4,mls,FALSE
2024-09-01,Austin,Vancouver Whitecaps,0,1,mls,FALSE
2024-09-01,Real Salt Lake,New England Revolution,2,0,mls,FALSE
2024-09-01,San Jose Earthquakes,Minnesota United,1,2,mls,FALSE
2024-09-01,Los Angeles FC,Houston Dynamo,0,2,mls,FALSE
2024-09-01,Portland Timbers,Seattle Sounders,1,0,mls,FALSE
2024-09-01,St. Louis City,Los Angeles Galaxy,2,1,mls,FALSE
2024-09-07,New York Red Bulls,Sporting Kansas City,1,1,mls,FALSE
2024-09-07,New England Revolution,St. Louis City,2,2,mls,FALSE
2024-09-07,Columbus Crew,Seattle Sounders,0,4,mls,FALSE
2024-09-08,Houston Dynamo,Los Angeles FC,0,0,mls,FALSE
2024-09-08,Chicago Fire,DC United,1,2,mls,FALSE
2024-09-08,Vancouver Whitecaps,FC Dallas,0,0,mls,FALSE
2024-09-14,Orlando City SC,New England Revolution,3,0,mls,FALSE
2024-09-14,Toronto,Austin,2,1,mls,FALSE
2024-09-14,Atlanta United,Nashville SC,0,2,mls,FALSE
2024-09-14,CF Montreal,Charlotte,2,1,mls,FALSE
2024-09-14,DC United,New York City,1,1,mls,FALSE
2024-09-14,FC Cincinnati,Columbus Crew,0,0,mls,FALSE
2024-09-14,Inter Miami,Philadelphia Union,3,1,mls,FALSE
2024-09-15,Houston Dynamo,Real Salt Lake,4,1,mls,FALSE
2024-09-15,Chicago Fire,New York Red Bulls,2,1,mls,FALSE
2024-09-15,St. Louis City,Minnesota United,1,3,mls,FALSE
2024-09-15,Colorado Rapids,Portland Timbers,2,1,mls,FALSE
2024-09-15,Vancouver Whitecaps,San Jose Earthquakes,2,0,mls,FALSE
2024-09-15,Los Angeles Galaxy,Los Angeles FC,4,2,mls,FALSE
2024-09-15,Seattle Sounders,Sporting Kansas City,2,0,mls,FALSE
2024-09-18,Toronto,Columbus Crew,0,2,mls,FALSE
2024-09-18,New York City,Philadelphia Union,1,5,mls,FALSE
2024-09-18,Atlanta United,Inter Miami,2,2,mls,FALSE
2024-09-18,New England Revolution,CF Montreal,2,2,mls,FALSE
2024-09-19,Orlando City SC,Charlotte,2,0,mls,FALSE
2024-09-19,Houston Dynamo,Vancouver Whitecaps,1,1,mls,FALSE
2024-09-19,Sporting Kansas City,Colorado Rapids,4,1,mls,FALSE
2024-09-19,Minnesota United,FC Cincinnati,1,2,mls,FALSE
2024-09-19,Nashville SC,Chicago Fire,1,0,mls,FALSE
2024-09-19,Real Salt Lake,FC Dallas,3,2,mls,FALSE
2024-09-19,Seattle Sounders,San Jose Earthquakes,2,2,mls,FALSE
2024-09-19,Los Angeles FC,Austin,1,1,mls,FALSE
2024-09-19,Portland Timbers,Los Angeles Galaxy,4,2,mls,FALSE
2024-09-21,New York City,Inter Miami,1,1,mls,FALSE
2024-09-21,Charlotte,New England Revolution,4,0,mls,FALSE
2024-09-21,New York Red Bulls,Atlanta United,2,2,mls,FALSE
2024-09-21,Columbus Crew,Orlando City SC,4,3,mls,FALSE
2024-09-21,CF Montreal,Chicago Fire,2,0,mls,FALSE
2024-09-22,FC Dallas,Los Angeles FC,3,1,mls,FALSE
2024-09-22,Sporting Kansas City,Minnesota United,0,2,mls,FALSE
2024-09-22,Nashville SC,FC Cincinnati,2,2,mls,FALSE
2024-09-22,Austin,Houston Dynamo,0,1,mls,FALSE
2024-09-22,Real Salt Lake,Portland Timbers,3,3,mls,FALSE
2024-09-22,Colorado Rapids,Toronto,2,0,mls,FALSE
2024-09-22,San Jose Earthquakes,St. Louis City,1,2,mls,FALSE
2024-09-22,Los Angeles Galaxy,Vancouver Whitecaps,4,2,mls,FALSE
2024-09-22,Philadelphia Union,DC United,4,0,mls,FALSE
2024-09-28,Philadelphia Union,Atlanta United,1,1,mls,FALSE
2024-09-28,New York Red Bulls,New York City,1,5,mls,FALSE
2024-09-28,New England Revolution,Nashville SC,1,0,mls,FALSE
2024-09-28,CF Montreal,San Jose Earthquakes,3,0,mls,FALSE
2024-09-28,DC United,Columbus Crew,2,2,mls,FALSE
2024-09-28,FC Cincinnati,Los Angeles FC,1,2,mls,FALSE
2024-09-28,Inter Miami,Charlotte,1,1,mls,FALSE
2024-09-29,FC Dallas,Orlando City SC,1,3,mls,FALSE
2024-09-29,Chicago Fire,Toronto,1,1,mls,FALSE
2024-09-29,Minnesota United,Colorado Rapids,3,0,mls,FALSE
2024-09-29,Austin,Real Salt Lake,2,2,mls,FALSE
2024-09-29,St. Louis City,Sporting Kansas City,3,1,mls,FALSE
2024-09-29,Seattle Sounders,Houston Dynamo,1,0,mls,FALSE
2024-09-29,Vancouver Whitecaps,Portland Timbers,1,1,mls,FALSE
2024-10-02,Orlando City SC,Philadelphia Union,2,1,mls,FALSE
2024-10-02,Toronto,New York Red Bulls,1,4,mls,FALSE
2024-10-02,New York City,FC Cincinnati,3,2,mls,FALSE
2024-10-02,Atlanta United,CF Montreal,1,2,mls,FALSE
2024-10-02,Charlotte,Chicago Fire,4,3,mls,FALSE
2024-10-02,Columbus Crew,Inter Miami,2,3,mls,FALSE
2024-10-03,Houston Dynamo,New England Revolution,2,1,mls,FALSE
2024-10-03,Nashville SC,DC United,3,4,mls,FALSE
2024-10-03,Real Salt Lake,Minnesota United,0,0,mls,FALSE
2024-10-03,Colorado Rapids,Los Angeles Galaxy,1,3,mls,FALSE
2024-10-03,San Jose Earthquakes,FC Dallas,3,2,mls,FALSE
2024-10-03,Vancouver Whitecaps,Seattle Sounders,0,3,mls,FALSE
2024-10-03,Los Angeles FC,St. Louis City,1,0,mls,FALSE
2024-10-03,Portland Timbers,Austin,0,1,mls,FALSE
2024-10-05,Toronto,Inter Miami,0,1,mls,FALSE
2024-10-05,Vancouver Whitecaps,Minnesota United,0,1,mls,FALSE
2024-10-05,Atlanta United,New York Red Bulls,2,1,mls,FALSE
2024-10-05,New England Revolution,DC United,1,2,mls,FALSE
2024-10-05,Columbus Crew,Philadelphia Union,3,2,mls,FALSE
2024-10-05,FC Cincinnati,Orlando City SC,1,3,mls,FALSE
2024-10-05,Charlotte,CF Montreal,2,0,mls,FALSE
2024-10-06,Sporting Kansas City,Los Angeles FC,0,3,mls,FALSE
2024-10-06,St. Louis City,Houston Dynamo,3,0,mls,FALSE
2024-10-06,Colorado Rapids,Seattle Sounders,0,1,mls,FALSE
2024-10-06,San Jose Earthquakes,Real Salt Lake,0,1,mls,FALSE
2024-10-06,Los Angeles Galaxy,Austin,2,1,mls,FALSE
2024-10-06,New York City,Nashville SC,3,1,mls,FALSE
2024-10-06,Portland Timbers,FC Dallas,0,0,mls,FALSE
2024-10-12,Columbus Crew,New England Revolution,4,0,mls,FALSE
2024-10-13,Vancouver Whitecaps,Los Angeles FC,1,2,mls,FALSE
2024-10-20,Seattle Sounders,Portland Timbers,1,1,mls,FALSE
2024-10-20,FC Dallas,Sporting Kansas City,2,1,mls,FALSE
2024-10-20,Houston Dynamo,Los Angeles Galaxy,2,1,mls,FALSE
2024-10-20,Real Salt Lake,Vancouver Whitecaps,2,1,mls,FALSE
2024-10-20,Minnesota United,St. Louis City,4,1,mls,FALSE
2024-10-20,Los Angeles FC,San Jose Earthquakes,3,1,mls,FALSE
2024-10-20,Austin,Colorado Rapids,3,2,mls,FALSE
2024-10-20,Orlando City SC,Atlanta United,1,2,mls,FALSE
2024-10-20,Philadelphia Union,FC Cincinnati,1,2,mls,FALSE
2024-10-20,New York Red Bulls,Columbus Crew,2,3,mls,FALSE
2024-10-20,Chicago Fire,Nashville SC,0,3,mls,FALSE
2024-10-20,CF Montreal,New York City,2,0,mls,FALSE
2024-10-20,DC United,Charlotte,0,3,mls,FALSE
2024-10-20,Inter Miami,New England Revolution,6,2,mls,FALSE
2024-10-22,CF Montreal,Atlanta United,2,2,mls,FALSE
2024-10-24,Vancouver Whitecaps,Portland Timbers,5,0,mls,FALSE
2024-10-26,Inter Miami,Atlanta United,2,1,mls,FALSE
2024-10-27,Los Angeles Galaxy,Colorado Rapids,5,0,mls,FALSE
2024-10-27,Orlando City SC,Charlotte,2,0,mls,FALSE
2024-10-28,Los Angeles FC,Vancouver Whitecaps,2,1,mls,FALSE
2024-10-28,FC Cincinnati,New York City,1,0,mls,FALSE
2024-10-29,Seattle Sounders,Houston Dynamo,0,0,mls,FALSE
2024-10-29,Columbus Crew,New York Red Bulls,0,1,mls,FALSE
2024-10-30,Real Salt Lake,Minnesota United,0,0,mls,FALSE
2024-11-01,Charlotte,Orlando City SC,0,0,mls,FALSE
2024-11-02,Colorado Rapids,Los Angeles Galaxy,1,4,mls,FALSE
2024-11-02,New York City,FC Cincinnati,3,1,mls,FALSE
2024-11-02,Atlanta United,Inter Miami,2,1,mls,FALSE
2024-11-03,Minnesota United,Real Salt Lake,1,1,mls,FALSE
2024-11-03,New York Red Bulls,Columbus Crew,2,2,mls,FALSE
2024-11-03,Houston Dynamo,Seattle Sounders,1,1,mls,FALSE
2024-11-04,Vancouver Whitecaps,Los Angeles FC,3,0,mls,FALSE
2024-11-09,Los Angeles FC,Vancouver Whitecaps,1,0,mls,FALSE
2024-11-09,FC Cincinnati,New York City,0,0,mls,FALSE
2024-11-09,Orlando City SC,Charlotte,1,1,mls,FALSE
2024-11-10,Inter Miami,Atlanta United,2,3,mls,FALSE
2024-11-23,New York City,New York Red Bulls,0,2,mls,FALSE
2024-11-24,Los Angeles FC,Seattle Sounders,1,2,mls,FALSE
2024-11-24,Orlando City SC,Atlanta United,1,0,mls,FALSE
2024-11-24,Los Angeles Galaxy,Minnesota United,6,2,mls,FALSE
2024-12-01,Orlando City SC,New York Red Bulls,0,1,mls,FALSE
2024-12-01,Los Angeles Galaxy,Seattle Sounders,1,0,mls,FALSE
2024-12-07,Los Angeles Galaxy,New York Red Bulls,2,1,mls,FALSE
